,title,link,date
58, 미국 하원의장 남편 자택서 피습…“미국 민주주의 위기 징표”,https://www.khan.co.kr/politics/election/article/202210301707001,2022.10.30 17:07
59, 수낵 영국 총리 취임…‘경제 안정과 신뢰 회복’ 강조,https://www.khan.co.kr/politics/election/article/202210252254001,2022.10.25 22:54
60," '좌절한 꿈' 선거제 개혁···민주당, 이번엔 이룰까",https://www.khan.co.kr/politics/election/article/202210242348001,2022.10.24 23:48
61," 브라질 극우 정치인, 경찰에 소총 쏘고 수류탄 투척",https://www.khan.co.kr/politics/election/article/202210241452001,2022.10.24 14:52
62, 송하진 전 전북지사 부인 공직선거법 위반혐의로 검찰 송치,https://www.khan.co.kr/politics/election/article/202210241339001,2022.10.24 13:39
63, 영국 새 총리에 수낵 전 재무장관…사상 첫 비백인·인도계 총리,https://www.khan.co.kr/politics/election/article/202210240654001,2022.10.24 06:54
64," 정진석 후임 국회 부의장, 서병수·김영선·정우택 중 누구?",https://www.khan.co.kr/politics/election/article/202210211129001,2022.10.21 11:29
65," 언론탄압 논란 튀르키예, ‘가짜뉴스’ 유포자 징역 처벌 허용 법 개정",https://www.khan.co.kr/politics/election/article/202210141033011,2022.10.14 10:33
66, 미 하원 ‘1·6 특위’ 트럼프 전 대통령 소환 만장일치 의결,https://www.khan.co.kr/politics/election/article/202210140645001,2022.10.14 06:45
67, 미국 하원 1·6 특위 마지막 공개 청문회 예고…트럼프 책임 수위 결론 주목,https://www.khan.co.kr/politics/election/article/202210121558001,2022.10.12 15:58
68," 미국 중간선거 D-30…‘하원 공화당 우세, 상원 민주당 근소한 우세’",https://www.khan.co.kr/politics/election/article/202210091500001,2022.10.09 15:00
69, ‘영종구·제물포구·검단구 신설’…인천 행정체제 개편 탄력,https://www.khan.co.kr/politics/election/article/202210061011001,2022.10.06 10:11
70," 중간선거 갈길 바쁜 바이든, 러시아·북한의 안보 도전 대응 주목",https://www.khan.co.kr/politics/election/article/202210051623001,2022.10.05 16:23
71, 원조 ‘윤석열차’ 올해 코레일 국감에도 등장할까,https://www.khan.co.kr/politics/election/article/202210051008011,2022.10.05 10:08
72," 부천시, 광역동 폐지 2024년 일반동 전환",https://www.khan.co.kr/politics/election/article/202210021111001,2022.10.02 11:11
73," 올해 대선 투표율, 40대 이하 하락·50대 이상 상승…60대 87.6% ‘최고’",https://www.khan.co.kr/politics/election/article/202209301324001,2022.09.30 13:24
74, [지자체 재산공개]부동산 신고만 61건…‘땅부자’ 정영철 영동군수 46억 충북 기초단체장 중 최고,https://www.khan.co.kr/politics/election/article/202209300000101,2022.09.30 00:00
75, [지자체 재산공개]서철모 대전 서구청장 ‘23억’ 대전 초선 기초단체장 중 가장 많아…박희조 동구청장 ‘5억’ 최소,https://www.khan.co.kr/politics/election/article/202209300000061,2022.09.30 00:00
76," ‘바이든’인가, ‘날리면’인가...‘진실’은 윤 대통령만 안다",https://www.khan.co.kr/politics/election/article/202209241539001,2022.09.24 15:39
77," 김기현, 윤 대통령 논란에 “조작된 광우병 사태 획책 무리들 꿈틀거려”",https://www.khan.co.kr/politics/election/article/202209241308001,2022.09.24 13:08
78," 홍준표, 윤 대통령 논란에 “잘못 인정하고 수습해야”",https://www.khan.co.kr/politics/election/article/202209241137001,2022.09.24 11:37
79, 윤 대통령 오늘 귀국...‘조문’·‘48초’·‘욕설’ 등 논란만 남았다,https://www.khan.co.kr/politics/election/article/202209240859001,2022.09.24 08:59
80, 음주운전 중 신호 기다리다 잠든 경찰 직위해제,https://www.khan.co.kr/politics/election/article/202209141459001,2022.09.14 14:59
81," 혁신이냐, 역차별이냐···‘국회의원 동일지역구 3연임 초과 제한’ 어떻게 생각하십니까",https://www.khan.co.kr/politics/election/article/202209112013001,2022.09.11 20:13
82," 대통령실, ‘민주당 윤 대통령 고발’에 “최고통수권자 역할에 전념할 뿐”",https://www.khan.co.kr/politics/election/article/202209051455001,2022.09.05 14:55
